date,temperature
2026-04-12T04:50:00+07:00,28.2
2026-04-12T05:00:00+07:00,28.0
2026-04-12T05:10:00+07:00,28.1
2026-04-12T05:20:00+07:00,27.9
2026-04-12T05:30:00+07:00,27.9
2026-04-12T05:40:00+07:00,27.8
2026-04-12T05:50:00+07:00,28.1
2026-04-12T06:00:00+07:00,27.7
2026-04-12T06:10:00+07:00,27.8
2026-04-12T06:20:00+07:00,27.8
2026-04-12T06:30:00+07:00,27.7
2026-04-12T06:40:00+07:00,27.6
2026-04-12T06:50:00+07:00,27.8
2026-04-12T07:00:00+07:00,27.6
2026-04-12T07:10:00+07:00,27.7
2026-04-12T07:20:00+07:00,27.8
2026-04-12T07:30:00+07:00,27.8
2026-04-12T07:40:00+07:00,27.7
2026-04-12T07:50:00+07:00,27.5
2026-04-12T08:00:00+07:00,27.4
2026-04-12T08:10:00+07:00,27.7
2026-04-12T08:20:00+07:00,27.5
2026-04-12T08:30:00+07:00,27.6
2026-04-12T08:40:00+07:00,27.6
2026-04-12T08:50:00+07:00,27.6
2026-04-12T09:00:00+07:00,27.5
2026-04-12T09:10:00+07:00,27.6
2026-04-12T09:20:00+07:00,27.2
2026-04-12T09:30:00+07:00,27.7
2026-04-12T09:40:00+07:00,27.6
2026-04-12T09:50:00+07:00,27.6
2026-04-12T10:00:00+07:00,27.8
2026-04-12T10:10:00+07:00,27.4
2026-04-12T10:20:00+07:00,27.7
2026-04-12T10:30:00+07:00,27.5
2026-04-12T10:40:00+07:00,27.7
2026-04-12T10:50:00+07:00,27.6
2026-04-12T11:00:00+07:00,27.7
2026-04-12T11:10:00+07:00,27.6
2026-04-12T11:20:00+07:00,27.6
2026-04-12T11:30:00+07:00,27.3
2026-04-12T11:40:00+07:00,27.6
2026-04-12T11:50:00+07:00,27.3
2026-04-12T12:00:00+07:00,27.6
2026-04-12T12:10:00+07:00,27.6
2026-04-12T12:20:00+07:00,27.6
2026-04-12T12:30:00+07:00,27.5
2026-04-12T12:40:00+07:00,27.4
2026-04-12T12:50:00+07:00,27.5
2026-04-12T13:00:00+07:00,27.8
2026-04-12T13:10:00+07:00,27.5
2026-04-12T13:20:00+07:00,27.6
2026-04-12T13:30:00+07:00,27.6
2026-04-12T13:40:00+07:00,27.5
2026-04-12T13:50:00+07:00,27.8
2026-04-12T14:00:00+07:00,27.7
2026-04-12T14:10:00+07:00,27.6
2026-04-12T14:20:00+07:00,27.9
2026-04-12T14:30:00+07:00,28.0
2026-04-12T14:40:00+07:00,27.6
2026-04-12T14:50:00+07:00,27.5
2026-04-12T15:00:00+07:00,27.6
2026-04-12T15:10:00+07:00,27.7
2026-04-12T15:20:00+07:00,27.6
2026-04-12T15:30:00+07:00,27.7
2026-04-12T15:40:00+07:00,27.7
2026-04-12T15:50:00+07:00,27.8
2026-04-12T16:00:00+07:00,28.1
2026-04-12T16:10:00+07:00,27.9
2026-04-12T16:20:00+07:00,27.8
2026-04-12T16:30:00+07:00,27.8
2026-04-12T16:40:00+07:00,28.0
2026-04-12T16:50:00+07:00,28.1
